Borough,Block,Lot,BIN,Building,Agency,2010 Rating *,2010 Current Source Energy Intensity (kBtu/Sq. Ft.),2010 Current Total GHG Emissions (MtCO2e) â ,2011 Rating * ,2011 Source Energy Intensity (kBtu/Sq. Ft.) ,2011 Total GHG Emissions (MtCO2e) † ,Address ,City ,State ,Zip ,Gross Sq.Ft. ,Year Built 
3,5426,1,3838764,OPM Warehouse,HRA,70,80.5,319.7,58,97.8,411,103 Foster Ave,Brooklyn,NY,11230,113570,1971
4,214,240,4461879,Queens Model Office HASA,HRA,88,175.3,569.1,95,136.4,439,33-28 Northern Blvd,Queens,NY,11101,101844,1925
2,2340,72,2000978,Rider Job Center #38,HRA,71,204.3,431.6,74,193.5,411.4,305 Rider Ave,Bronx,NY,10451,74044,1927
4,15900,8,4301932,Rockaway Job Center FS42 MICSA,HRA,23,337.6,208,28,319.8,203.1,219 Beach 59th St,Queens,NY,11692,20096,1976
4,12200,52,4264631,South Jamaica MAC,HRA,27,252.2,179.5,25,253.3,180.2,114-02 Guy R Brewer Blvd,Queens,NY,11434,21255,1982
1,1134,1,1081023,Lincoln Center Campus: Avery Fisher Hall,LC,N/A,59.4,5418.2,N/A,79.3,8772.6,132 West 65th St,New York,NY,10023,245438,1962
1,99999,9999,9999999,Lincoln Center Campus: David H. Koch Theater,LC,N/A,59.4,5418.2,N/A,79.3,8772.6,???,New York,NY,10023,284289,1964
1,99999,9999,9999999,Lincoln Center Campus: David Rubenstein Atrium,LC,N/A,59.4,5418.2,N/A,79.3,8772.6,West 65th St & Broadway,New York,NY,10023,7000,2009
1,1137,10,1028834,Lincoln Center Campus: Juilliard School / Alice Tully Hall,LC,N/A,59.4,5418.2,N/A,79.3,8772.6,60 Lincoln Center Plz,New York,NY,10023,450000,1968
1,99999,9999,9999999,Lincoln Center Campus: Lincoln Center Garage (Rose Building),LC,N/A,59.4,5418.2,N/A,79.3,8772.6,West 65th St & Amsterdam Ave,New York,NY,10023,100000,1990
1,99999,9999,9999999,Lincoln Center Campus: Lincoln Center Garage / Plaza,LC,N/A,59.4,5418.2,N/A,79.3,8772.6,West 65th St & Amsterdam Ave,New York,NY,10023,200000,1964
1,1134,25,1028832,Lincoln Center Campus: Lincoln Center Theater/NY Public Library,LC,N/A,59.4,5418.2,N/A,79.3,8772.6,40 Lincoln Center Plz,New York,NY,10023,180000,1965
1,99999,9999,9999999,Lincoln Center Campus: Metropolitan Opera House,LC,N/A,59.4,5418.2,N/A,79.3,8772.6,???,New York,NY,10023,860000,1966
1,1137,7501,1077844,Lincoln Center Campus: Samuel B. & David Rose Building,LC,N/A,59.4,5418.2,N/A,79.3,8772.6,70 Lincoln Center Plz,New York,NY,10023,450000,1990
1,1008,15,1023391,New York City Center Campus: Manhattan Theater Club,NYCC,N/A,148.9,1218.6,N/A,151.1,1235.3,131 West 55th St,New York,NY,10019,27000,1924
1,1008,15,1023391,New York City Center Campus: New York City Center,NYCC,N/A,148.9,1218.6,N/A,151.1,1235.3,131 West 55th St,New York,NY,10019,204000,1924
4,9760,27,4208869,Adult Continuing Education,NYPD,N/A,6.6,11.9,N/A,5.1,9.3,Classified,Queens,NY,11432,64360,1920
1,241,13,1805208,Command,NYPD,N/A,144.7,2182.4,N/A,98,1367.2,Classified,New York,NY,10004,365687,1963
1,563,19,1009128,Command,NYPD,84,154.3,251.9,89,135.2,209.8,Classified,New York,NY,10003,41490,1900
1,597,12,1010362,Command,NYPD,31,333.6,363.4,22,366.5,399.2,Classified,New York,NY,10013,29496,1907
1,805,82,1015151,Command,NYPD,95,125,135.7,94,124.4,135.7,Classified,New York,NY,10001,36702,1907
1,1070,44,1026909,Command,NYPD,63,220.5,172.2,54,242.1,189.9,Classified,New York,NY,10036,22162,1910
1,1819,203,1085920,Command,NYPD,78,181.8,127.8,72,194.7,136.8,Classified,New York,NY,10035,25000,1975
1,1986,65,1059727,Command,NYPD,52,258.3,226.2,54,246.8,214.8,Classified,New York,NY,10027,57685,1927
2,2530,21,2003522,Command,NYPD,96,106.7,56.3,97,101.4,53.6,Classified,Bronx,NY,10452,18265,1930
2,5101,12,2071627,Command,NYPD,81,229.7,907.1,83,219.5,832.5,Classified,Bronx,NY,10470,124226,1959
3,612,205,3008876,Command,NYPD,N/A,180.1,202.3,N/A,261.6,337.6,Classified,Brooklyn,NY,11231,37843,1980
3,644,1,3336825,Command,NYPD,100,0.3,3.3,100,0.8,10,Classified,Brooklyn,NY,11232,453678,1931
3,724,1,3010833,Command,NYPD,43,297.6,470.4,28,345.8,565,Classified,Brooklyn,NY,11232,44625,1931
3,1162,1,3028914,Command,NYPD,17,344.9,147.9,10,382.3,170.5,Classified,Brooklyn,NY,11238,12623,1865
3,3698,32,3083636,Command,NYPD,53,274,555,52,275.8,559.5,Classified,Brooklyn,NY,11207,60000,1914
3,5051,1,3256655,Command,NYPD,42,277.7,225.1,36,291.8,237.4,Classified,Brooklyn,NY,11218,14300,1964
3,5794,150,3143890,Command,NYPD,41,270.9,142.5,99,85,53.2,Classified,Brooklyn,NY,11220,97800,1953
3,7226,62,3196054,Command,NYPD,N/A,1187.6,635.8,N/A,871.7,467,Classified,Brooklyn,NY,11223,48761,1968
4,54,6,4000460,Command,NYPD,50,239.7,116,41,260.3,125.5,Classified,Queens,NY,11101,56000,1965
4,98,9,4436638,Command,NYPD,N/A,99.3,276.4,N/A,92.4,235.8,Classified,Queens,NY,11101,66296,1916
4,239,49,4003410,Command,NYPD,23,360.6,382.1,17,382.4,396.8,Classified,Queens,NY,11101,32500,1914
4,2344,30,4054168,Command,NYPD,N/A,6699.7,11984,N/A,1595.9,2270.2,Classified,Queens,NY,11377,101600,1956
4,2361,150,4054276,Command,NYPD,46,305.4,663.4,52,282,613.4,Classified,Queens,NY,11377,75400,1927
4,9838,62,4210455,Command,NYPD,68,176.2,69.7,67,174.9,69.2,Classified,Queens,NY,11432,123914,1964
4,10092,1,4215602,Command,NYPD,100,41,101.4,100,41.6,103,Classified,Queens,NY,11432,88000,1999
4,13265,30,4518258,Command,NYPD,13,402.2,258,14,390,249,Classified,Queens,NY,11422,19024,2004
5,2820,95,5107415,Command,NYPD,10,431.2,308.2,8,447,319.5,Classified,Staten Island,NY,10305,255880,1929
3,5778,1,3257058,Harbor Unit Charlie,NYPD,6,474.6,241.2,4,511.8,264.3,Classified,Brooklyn,NY,11220,16000,1931
3,8590,700,3332516,Highway District,NYPD,N/A,191.8,151.1,N/A,162.8,115.9,Classified,Brooklyn,NY,11234,23700,1940
4,10523,69,4467695,Highway District,NYPD,N/A,142.4,180.7,N/A,136.5,160.4,Classified,Queens,NY,11423,33500,1973
4,10092,6,4215603,Laboratory,NYPD,N/A,1096.6,3053.9,N/A,1110,3116,Classified,Queens,NY,11432,132750,1930
1,901,6,1019613,Police Academy and Precinct,NYPD,N/A,221.7,2563.5,N/A,236.4,2825.4,Classified,New York,NY,10010,313625,1964
1,1340,39,1038912,Police Booth,NYPD,N/A,0.1,0,N/A,0.1,0,Classified,New York,NY,10017,25832,1985
1,190,33,1002168,Precinct,NYPD,N/A,251.9,210.4,N/A,260.5,219.8,Classified,New York,NY,10013,23300,1915
1,201,20,1066496,Precinct,NYPD,N/A,107.4,126.4,N/A,111.8,131.7,Classified,New York,NY,10013,32989,1950
1,342,60,1004078,Precinct,NYPD,N/A,702.2,345.1,N/A,692,340.1,Classified,New York,NY,10002,58685,1972
1,447,47,1006254,Precinct,NYPD,N/A,307.5,418.3,N/A,289.1,386.2,Classified,New York,NY,10003,42235,2004
1,620,33,1011192,Precinct,NYPD,N/A,347.2,382.8,N/A,318.5,335.7,Classified,New York,NY,10014,30489,1969
1,759,8,1013564,Precinct,NYPD,N/A,308.1,430.8,N/A,323.5,459.4,Classified,New York,NY,10001,40107,1968
1,769,55,1013994,Precinct,NYPD,N/A,149.9,86.1,N/A,145.6,83.8,Classified,New York,NY,10011,20110,1920
1,1044,38,1082822,Precinct,NYPD,N/A,318.1,318.4,N/A,330,330.9,Classified,New York,NY,10019,30000,1938
1,1111,1,9999999,Precinct,NYPD,N/A,388.6,252.8,N/A,550.1,371.6,Classified,New York,NY,10024,21700,1871
1,1212,38,1032028,Precinct,NYPD,N/A,350.5,356.4,N/A,361.1,381.5,Classified,New York,NY,10024,28000,1970
1,1767,62,1054360,Precinct,NYPD,N/A,180.5,395.8,N/A,196.2,430.2,Classified,New York,NY,10035,62500,1970
1,1855,5,1055910,Precinct,NYPD,N/A,128.6,285.8,N/A,129.3,287.5,Classified,New York,NY,10025,44485,1960
1,1940,48,1075467,Precinct,NYPD,N/A,198.6,150.4,N/A,206.4,156.3,Classified,New York,NY,10030,26255,1937
1,1949,29,1059240,Precinct,NYPD,N/A,201.5,213.5,N/A,172.2,183.2,Classified,New York,NY,10027,37160,1974
1,1982,38,1076682,Precinct,NYPD,N/A,229.5,245,N/A,213.3,226.9,Classified,New York,NY,10027,36856,1969
1,2066,9,1081826,Precinct,NYPD,N/A,276.2,319.7,N/A,261.7,293.3,Classified,New York,NY,10031,32764,1920
1,2112,10,1086200,Precinct,NYPD,N/A,327.5,575.5,N/A,356.8,630,Classified,New York,NY,10032,52207,1998
1,2180,108,1064415,Precinct,NYPD,N/A,343.3,294.3,N/A,299.2,258.6,Classified,New York,NY,10033,26697,1986
2,2314,30,2000700,Precinct,NYPD,N/A,466.8,161,N/A,499.8,178.7,Classified,Bronx,NY,10454,10296,1923
2,2365,1,2001194,Precinct,NYPD,N/A,150.9,113.4,N/A,140.1,107,Classified,Bronx,NY,10451,25465,1944
2,2489,77,2003017,Precinct,NYPD,N/A,378.2,656.4,N/A,406.4,707.2,Classified,Bronx,NY,10452,48200,1990
2,2727,17,2005802,Precinct,NYPD,N/A,448.3,335.3,N/A,443.1,329.1,Classified,Bronx,NY,10459,22962,1914
2,2732,1,2090437,Precinct,NYPD,N/A,250.8,327,N/A,253.2,326.8,Classified,Bronx,NY,10459,42567,1990
2,2907,10,2009509,Precinct,NYPD,N/A,277.8,548.1,N/A,277.4,545.9,Classified,Bronx,NY,10457,59328,1931
2,3149,90,2013535,Precinct,NYPD,N/A,215.9,186.3,N/A,212.6,181.1,Classified,Bronx,NY,10457,25434,1930
2,3325,5,2017718,Precinct,NYPD,N/A,331.3,178.4,N/A,332.4,179.4,Classified,Bronx,NY,10458,18746,1905
2,3660,3,2022630,Precinct,NYPD,N/A,340.2,347.1,N/A,343.6,351.9,Classified,Bronx,NY,10473,29179,1978
2,4205,1,2097543,Precinct,NYPD,N/A,65.4,103.2,N/A,57.4,90.6,Classified,Bronx,NY,10461,31070,1985
2,4876,1,2065163,Precinct,NYPD,N/A,254.7,303.7,N/A,271.2,334,Classified,Bronx,NY,10466,34700,1973
2,5531,40,2097742,Precinct,NYPD,N/A,145.9,111.9,N/A,144.2,111,Classified,Bronx,NY,10465,26300,1931
2,5760,134,2087576,Precinct,NYPD,N/A,290.6,478.2,N/A,263,418.5,Classified,Bronx,NY,10463,47097,1974
3,134,6,3000252,Precinct,NYPD,N/A,332.6,580.5,N/A,304.2,521.4,Classified,Brooklyn,NY,11201,50000,1970
3,337,27,3004301,Precinct,NYPD,N/A,390.1,193.6,N/A,414.6,214.4,Classified,Brooklyn,NY,11231,14984,1961
3,668,29,3009843,Precinct,NYPD,N/A,187.4,349.4,N/A,186,347.6,Classified,Brooklyn,NY,11232,53600,1920
3,1136,1,3027810,Precinct,NYPD,N/A,282.1,383.5,N/A,256.5,340.9,Classified,Brooklyn,NY,11217,34500,1930
3,1310,1,3034563,Precinct,NYPD,N/A,359.4,289,N/A,337.9,265.1,Classified,Brooklyn,NY,11225,24300,1976
3,1355,1,3035883,Precinct,NYPD,N/A,271,428.9,N/A,240.6,375.6,Classified,Brooklyn,NY,11213,45102,1971
3,1633,39,3044596,Precinct,NYPD,N/A,196.1,382.8,N/A,193.3,374.9,Classified,Brooklyn,NY,11221,58745,1973
3,1800,3,3050453,Precinct,NYPD,N/A,272.7,332.9,N/A,274.4,319.5,Classified,Brooklyn,NY,11216,33540,1971
3,1933,121,3055379,Precinct,NYPD,N/A,228.6,149.2,N/A,196.7,122.6,Classified,Brooklyn,NY,11205,18600,1924
3,2465,100,3063633,Precinct,NYPD,N/A,434.2,583.1,N/A,414.8,548.3,Classified,Brooklyn,NY,11211,39345,1969
3,2619,3,3065579,Precinct,NYPD,N/A,720.3,237.3,N/A,648,208.9,Classified,Brooklyn,NY,11222,18500,1931
3,3307,22,3326387,Precinct,NYPD,N/A,267.2,288.1,N/A,325.9,346.6,Classified,Brooklyn,NY,11237,31729,1983
3,3497,2,3080735,Precinct,NYPD,N/A,294.1,521.8,N/A,352.8,658.7,Classified,Brooklyn,NY,11212,50020,1983
3,4051,16,3089813,Precinct,NYPD,N/A,346.6,346.4,N/A,363.4,366.5,Classified,Brooklyn,NY,11208,30160,1973
3,5111,24,3117400,Precinct,NYPD,N/A,265.7,471.3,N/A,265.4,470.4,Classified,Brooklyn,NY,11226,54056,1971
3,5423,21,3127902,Precinct,NYPD,N/A,328.6,196.7,N/A,319.4,193.2,Classified,Brooklyn,NY,11230,18000,1933
3,5817,55,3144156,Precinct,NYPD,N/A,276.9,410.4,N/A,256.7,360.4,Classified,Brooklyn,NY,11220,39050,1970
3,6406,45,3167815,Precinct,NYPD,N/A,215.8,198.4,N/A,203.4,181.8,Classified,Brooklyn,NY,11214,25000,1931
3,7279,290,3196591,Precinct,NYPD,N/A,387.6,436,N/A,382.8,425.6,Classified,Brooklyn,NY,11224,32400,1931
3,7371,52,3200556,Precinct,NYPD,N/A,370,401.8,N/A,379.8,413.3,Classified,Brooklyn,NY,11223,31429,1976
3,7599,67,3207376,Precinct,NYPD,N/A,249,103.5,N/A,238.1,97.6,Classified,Brooklyn,NY,11210,11904,1937
3,8147,26,3229075,Precinct,NYPD,N/A,408.2,215.8,N/A,396.4,208,Classified,Brooklyn,NY,11236,15792,1966
4,32,6,4000126,Precinct,NYPD,N/A,387.2,217.7,N/A,364.8,198.6,Classified,Queens,NY,11101,15000,1931
4,1422,34,4034862,Precinct,NYPD,N/A,234.3,244.6,N/A,263.8,288.6,Classified,Queens,NY,11372,32400,1981
4,1592,72,4445296,Precinct,NYPD,N/A,298.2,156.8,N/A,294,153.7,Classified,Queens,NY,11373,15300,1931
4,3234,22,4077446,Precinct,NYPD,N/A,444.9,540.4,N/A,452.1,553.8,Classified,Queens,NY,11375,36111,1970
4,3632,1,4088186,Precinct,NYPD,N/A,227.3,146.4,N/A,235.9,158.8,Classified,Queens,NY,11385,19075,1925
4,5011,6,4113348,Precinct,NYPD,N/A,181.9,283,N/A,225.3,389,Classified,Queens,NY,11354,48700,1962
4,7333,221,4157390,Precinct,NYPD,N/A,316.6,266.2,N/A,284,233,Classified,Queens,NY,11361,23793,1965
4,9327,21,4195880,Precinct,NYPD,N/A,404.1,244.8,N/A,402.4,251.1,Classified,Queens,NY,11418,18225,1931
4,9505,61,4201325,Precinct,NYPD,N/A,281.4,183.7,N/A,330.6,230.4,Classified,Queens,NY,11417,19044,1901
4,9799,27,4525758,Precinct,NYPD,N/A,237.4,223.2,N/A,249.9,238.9,Classified,Queens,NY,11432,27250,1927
4,10737,1,4230132,Precinct,NYPD,N/A,283.2,325.2,N/A,270.2,300.3,Classified,Queens,NY,11428,31500,1973
4,12495,45,4270044,Precinct,NYPD,N/A,496.5,398.6,N/A,503.2,407.8,Classified,Queens,NY,11434,22250,1973
4,15557,4,4298231,Precinct,NYPD,N/A,234.4,157.6,N/A,252.5,170.3,Classified,Queens,NY,11691,18680,1931
5,9,28,5106476,Precinct,NYPD,N/A,567,328.5,N/A,583,359.6,Classified,Staten Island,NY,10301,15540,1922
5,3906,1,5107580,Precinct,NYPD,N/A,258,462.4,N/A,279.8,524.3,Classified,Staten Island,NY,10306,53200,1962
2,4015,1,2097533,Transit District,NYPD,N/A,485.5,355.3,N/A,431.1,314.6,Classified,Bronx,NY,10460,24700,1999
3,717,61,3010669,Warehouse,NYPD,49,126.7,157.8,39,145,175.6,Classified,Brooklyn,NY,11232,31569,1920
3,99999,9999,9999999,Warehouse,NYPD,1,816,1071.9,2,353.6,587.8,Classified,Brooklyn,NY,11234,36920,1931
4,291,15,4436707,Warehouse,NYPD,97,38.1,161.8,98,33.1,135.7,Classified,Queens,NY,11101,122000,1953
1,1831,26,1055236,115th Street Branch Library,NYPL,N/A,188.2,98.3,N/A,196.8,98.1,203 West 115th St,New York,NY,10026,14500,1925
1,1789,37,1054674,125th Street Branch Library,NYPL,N/A,117.4,65.1,N/A,121.3,70.9,224 East 125th St,New York,NY,10035,14500,1920
1,1313,5,1037165,58th Street Branch Library,NYPL,N/A,3.1,48,N/A,3,47.4,127 East 58th St,New York,NY,10022,553314,1969
1,1441,38,1044749,67th Street Branch Library,NYPL,N/A,194.5,83.9,N/A,179,76.8,328 East 67th St,New York,NY,10065,12813,1904
1,1524,64,1048501,96th Street Branch Library,NYPL,N/A,202.1,99.9,N/A,198.9,97.7,112 East 96th St,New York,NY,10128,14500,1930
1,1637,141,1052167,Aguilar Branch Library,NYPL,N/A,292.8,131.1,N/A,283.3,125.9,174 East 110th St,New York,NY,10029,13705,1920
2,4513,16,2053752,Allerton Branch Library,NYPL,N/A,193.1,86.8,N/A,200.2,91.3,2740 Barnes Ave,Bronx,NY,10467,12410,1960
1,821,7501,1076145,Andrew Heiskell Braille & Talking Book Library,NYPL,N/A,265.9,367.1,N/A,247.6,343.3,40 West 20th St,New York,NY,10011,105821,1920
1,16,7516,1087518,Battery Park City Branch,NYPL,N/A,193.8,54.5,N/A,186.7,52.5,175 North End Ave,New York,NY,10282,10000,2008
2,3073,20,2012129,Belmont Branch Library,NYPL,N/A,206.6,155.6,N/A,210.7,149.1,610 East 186th St,Bronx,NY,10458,22000,1978
1,1852,49,1055906,Bloomingdale Branch Library,NYPL,N/A,114.4,67,N/A,108.3,63.4,150 West 100th St,New York,NY,10025,64258,1959
2,3154,83,2116006,Bronx Library Center,NYPL,N/A,373.5,803.4,N/A,363.1,781.2,310 East Kingsbridge Rd,Bronx,NY,10458,76948,2004
1,1257,1,1034194,Central Library - Stephen A. Schwartzman Building,NYPL,N/A,231.7,5253,N/A,233.8,5345.7,476 5th Ave,New York,NY,10018,996000,1911
1,280,44,1003425,Chatham Square Branch Library,NYPL,N/A,230.2,108.5,N/A,202.1,91.1,33 East Broadway,New York,NY,10002,13500,1903
2,3777,62,2025381,Clason's Point Branch Library,NYPL,N/A,209.4,71.7,N/A,177.7,64.3,1215 Morrison Ave,Bronx,NY,10472,10500,1973
1,1060,63,1026706,Columbus Branch Library,NYPL,N/A,185.1,79.9,N/A,138.9,62.7,742 10th Ave,New York,NY,10019,13240,1910
1,903,46,1019661,Epiphany Branch Library,NYPL,N/A,193.6,98.4,N/A,186.1,97.7,228 East 23rd St,New York,NY,10010,25000,1926
1,2153,53,1063632,Fort Washington Branch Library,NYPL,N/A,232,133.1,N/A,228.3,130.5,535 West 179th St,New York,NY,10033,16000,1915
2,3211,5,2014579,Francis Martin Branch Library,NYPL,N/A,144,101.2,N/A,125.2,92.2,2150 University Ave,Bronx,NY,10453,20000,1957
1,1980,22,1059688,George Bruce Branch Library,NYPL,N/A,160.9,98.9,N/A,181,112.1,518 West 125th St,New York,NY,10027,17000,1940
2,2824,34,2007870,Grand Concourse Branch Library,NYPL,N/A,209.9,127.2,N/A,211.9,132.7,155 East 173rd St,Bronx,NY,10457,18000,1957
1,335,1,1004070,Hamilton Fish Park Branch Library,NYPL,N/A,331,113.8,N/A,333.2,125.1,415 East Houston St,New York,NY,10002,217300,1958
1,2077,26,1061938,Hamilton Grange Branch Library,NYPL,N/A,144.4,112.7,N/A,165.4,133.6,503 West 145th St,New York,NY,10031,23000,1930
1,1722,30,1053460,Harlem Branch Library,NYPL,N/A,220.5,99,N/A,273.1,124,9 West 124th St,New York,NY,10027,13500,1910
1,582,18,1009760,Hudson Park Branch Library,NYPL,N/A,152.7,80.3,N/A,139.6,74.9,66 Leroy St,New York,NY,10014,16200,1910
2,2722,63,2005755,Hunt's Point Branch Library,NYPL,N/A,233,108.1,N/A,216,106.3,877 Southern Blvd,Bronx,NY,10459,13000,1929
1,2233,13,1064894,Inwood Branch Library,NYPL,N/A,189.4,111.4,N/A,196.7,117.6,4790 Broadway,New York,NY,10034,28050,1952
1,606,1,1082668,Jefferson Market Branch Library,NYPL,N/A,245.1,155.3,N/A,229.7,149.1,425 6th Ave,New York,NY,10011,18643,1875
1,886,51,1018325,Kips Bay Branch Library,NYPL,N/A,186.2,76.4,N/A,173.5,73.5,446 3rd Ave,New York,NY,10016,12581,1976
4,275,7501,4003522,Long Island City Conservation & Preservation,NYPL,N/A,365.8,1736.7,N/A,340.8,1594.9,31-11 Thomson Ave,Long Island City,NY,11101,145000,2009
2,2422,1,2001950,Melrose Branch Library,NYPL,N/A,167,60,N/A,163.5,60.5,910 Morris Ave,Bronx,NY,10451,11000,1931
1,869,74,1017602,Mid-Manhattan Library,NYPL,N/A,489.1,3525.7,N/A,528.9,3891.3,455 5th Ave,New York,NY,10016,154328,1915
1,1885,7501,1057018,Morningside Heights Branch Library,NYPL,N/A,84.3,61.6,N/A,78.8,57.6,2900 Broadway,New York,NY,10025,135458,2001
2,4126,40,2045398,Morris Park Branch Library,NYPL,N/A,84,41.6,N/A,72.8,37.2,981 Morris Park Ave,Bronx,NY,10462,16300,1929
2,2615,23,2004303,Morrisania Branch Library,NYPL,N/A,151.5,79.5,N/A,156,84.9,610 East 169th St,Bronx,NY,10456,15000,1930
2,3341,76,2018123,Mosholu Branch Library,NYPL,N/A,203,72.4,N/A,181,64.5,285 East 205th St,Bronx,NY,10467,10500,1955
2,2315,18,2000744,Mott Haven Branch Library,NYPL,N/A,290.1,140,N/A,300.3,147.1,321 East 140th St,Bronx,NY,10454,21688,1904
1,773,38,1014150,Muhlenberg Branch Library,NYPL,N/A,228.7,102,N/A,240,108.3,209 West 23rd St,New York,NY,10011,13500,1910
1,510,7501,1007931,Mulberry Street Branch Library,NYPL,N/A,127.6,96.9,N/A,118.5,89.9,10 Jersey St,New York,NY,10012,121505,1900
1,134,7503,1001446,New Amsterdam Branch Library,NYPL,N/A,135.9,43.9,N/A,126.6,40.9,9 Murray St,New York,NY,10007,100600,1900
5,3643,5,5052750,New Dorp Branch Library,NYPL,N/A,241.1,110.2,N/A,203.9,86.2,309 New Dorp Ln,Staten Island,NY,10306,13000,1971
2,3930,59,2028890,Parkchester Branch Library,NYPL,N/A,279.5,142,N/A,234.1,118.5,1985 Westchester Ave,Bronx,NY,10462,15500,1984
2,5404,2,2074963,Pelham Bay Branch Library,NYPL,N/A,292.1,104.4,N/A,221.3,80.6,3060 Middletown Rd,Bronx,NY,10461,10500,1972
5,1007,26,5023763,Port Richmond Branch Library,NYPL,N/A,214,76.4,N/A,209,73.1,75 Bennett St,Staten Island,NY,10302,10000,1939
1,1920,26,1058275,Schomburg Black History Library (Old Building),NYPL,N/A,468.6,677.3,N/A,478.5,702.3,103 West 135th St,New York,NY,10030,43000,1905
1,1920,29,1058276,Schomburg Center/Research in Black Culture (New),NYPL,N/A,101.4,91.2,N/A,89.3,80.3,515 Malcolm X Blvd,New York,NY,10037,32000,1941
1,864,7502,1087934,"Science, Industry & Business Library",NYPL,N/A,389.3,2098.6,N/A,412.3,2218.2,188 Madison Ave,New York,NY,10016,1581994,1906
2,2878,224,2100281,Sedgwick Branch Library,NYPL,N/A,138.2,49.2,N/A,156.1,54.2,1701 University Ave,Bronx,NY,10453,11200,1993
1,311,31,1004053,Seward Park Branch Library,NYPL,N/A,216.6,163.2,N/A,205.8,153.4,192 East Broadway,New York,NY,10002,22000,1909
2,3558,14,2021838,Soundview Branch Library,NYPL,N/A,295.8,104.4,N/A,233,80.7,660 Soundview Ave,Bronx,NY,10473,10350,1972
1,1229,31,1032683,St. Agnes Branch Library,NYPL,N/A,194.1,124.4,N/A,186,122.5,444 Amsterdam Ave,New York,NY,10024,19000,1920
5,5,74,5000030,St. George Library Center,NYPL,N/A,232.2,181.8,N/A,216.8,163.1,10 Hyatt St,Staten Island,NY,10301,23258,1920
1,1072,15,1026924,The Annex Building,NYPL,84,74.5,706.3,96,40.1,370.2,521 West 43rd St,New York,NY,10036,240000,1940
1,1134,25,1028832,The Library for the Performing Arts,NYPL,N/A,371.7,1442.1,N/A,358,1388.8,40 Lincoln Center Plz,New York,NY,10023,221536,1964
5,2099,5,5035398,Todt Hill-Westerleigh Branch Library,NYPL,N/A,237.3,114.7,N/A,202.9,92.7,2550 Victory Blvd,Staten Island,NY,10314,22000,1981
2,2918,1,2009573,Tremont Branch Library,NYPL,N/A,270.1,128.1,N/A,253.6,122.5,1866 Washington Ave,Bronx,NY,10457,13000,1904
2,4832,20,2063175,Wakefield Branch Library,NYPL,N/A,156,63.6,N/A,124.8,52.8,4100 Lowerre Pl,Bronx,NY,10466,11550,1930
1,2109,55,1062551,Washington Heights Branch Library,NYPL,N/A,133.7,92.3,N/A,116,83.5,1000 St. Nicholas Ave,New York,NY,10032,17434,1905
1,1472,28,1045991,Webster Branch Library,NYPL,N/A,208.1,90.6,N/A,231.5,104,1465 York Ave,New York,NY,10075,12500,1900
2,3123,61,2013151,West Farms Branch Library,NYPL,N/A,220.9,124.5,N/A,200.4,113.6,2085 Honeywell Ave,Bronx,NY,10460,17000,1954
2,3986,34,2041911,Westchester Square Branch Library,NYPL,N/A,172.5,90.9,N/A,162.5,85.5,2521 Glebe Ave,Bronx,NY,10461,15000,1954
2,2657,30,2004700,Woodstock Branch Library,NYPL,N/A,166.2,92.5,N/A,143.4,79.5,761 East 160th St,Bronx,NY,10456,17500,1912
1,1433,37,1044180,Yorkville Branch Library,NYPL,N/A,130.1,66.3,N/A,120.8,62.7,222 East 79th St,New York,NY,10075,15000,1902
3,85,6,3000172,OEM Headquarters,OEM,16,533.3,1089,15,537.3,1105.9,165 Cadman Plz East,Brooklyn,NY,11201,66245,2006
4,5107,200,4439683,Queens Botanical Garden Campus: Administration Building,QBG,N/A,223.2,262.1,N/A,211,257.6,West Of Main St North Of Elder Ave,Queens,NY,11355,13960,2007
4,5107,200,4439682,Queens Botanical Garden Campus: Greenhouse / Maintenance Building,QBG,N/A,223.2,262.1,N/A,211,257.6,43-50 Main St,Queens,NY,11355,21226,1985
4,7333,215,4157389,Bayside Community Library,QPL,N/A,317.3,100.3,N/A,295.4,92.9,214-20 Northern Blvd,Bayside,NY,11361,10300,1965
4,676,50,4011018,Broadway Community Library,QPL,N/A,279.5,138.1,N/A,259.5,127.7,40-20 Broadway,Long Island City,NY,11103,15700,1958
4,1319,1,4536041,Cambria Heights Community Library,QPL,N/A,210.3,123,N/A,206.7,115.5,218-13 Linden Blvd,Cambria Heights,NY,11411,18000,2004
4,1837,1,4045226,Elmhurst (ALC) Community Library,QPL,N/A,207.9,103.1,N/A,164.2,75.4,86-01 Broadway,Elmhurst,NY,11373,14800,1904
4,2223,54,4052345,Forest Hills Community Library,QPL,N/A,270,137.4,N/A,244.3,123.3,108-19 71st Ave,Forest Hills,NY,11375,15900,1957
4,3696,47,4090100,Glendale Community Library,QPL,N/A,210.4,84,N/A,210,82.4,78-60 73rd Pl,Glendale,NY,11385,10800,1935
4,1281,48,4029693,Jackson Heights Community Library,QPL,N/A,239.9,125.6,N/A,215.1,110.2,35-51 81st St,Jackson Heights,NY,11372,17100,1953
4,1695,39,4437193,Langston Hughes Community Library,QPL,N/A,274.1,204.4,N/A,283.2,204.8,100-01 Northern Blvd,Corona,NY,11368,23000,1998
