QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Address,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Total Units,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Year Built,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Estimated Gross Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Estimated Expense,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Expense per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Net Operating Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 – Boro-Block-Lot,COMPARABLE RENTAL – 1 – Address,COMPARABLE RENTAL – 1 – Neighborhood,COMPARABLE RENTAL – 1 – Building Classification,COMPARABLE RENTAL – 1 – Total Units,COMPARABLE RENTAL – 1 – Year Built,COMPARABLE RENTAL – 1 – Gross SqFt,COMPARABLE RENTAL – 1 – Estimated Gross Income,COMPARABLE RENTAL – 1 – Gross Income per SqFt,COMPARABLE RENTAL – 1 – Estimated Expense,COMPARABLE RENTAL – 1 – Expense per SqFt,COMPARABLE RENTAL – 1 – Net Operating Income,COMPARABLE RENTAL – 1 – Full Market Value,COMPARABLE RENTAL – 1 – Market Value per SqFt,COMPARABLE RENTAL – 1 – Distance from Coop in miles,COMPARABLE RENTAL – 2 – Boro-Block-Lot,COMPARABLE RENTAL – 2 – Address,COMPARABLE RENTAL – 2 – Neighborhood,COMPARABLE RENTAL – 2 – Building Classification,COMPARABLE RENTAL – 2 – Total Units,COMPARABLE RENTAL – 2 – Year Built,COMPARABLE RENTAL – 2 – Gross SqFt,COMPARABLE RENTAL – 2 – Estimated Gross Income,COMPARABLE RENTAL – 2 – Gross Income per SqFt,COMPARABLE RENTAL – 2 – Estimated Expense,COMPARABLE RENTAL – 2 – Expense per SqFt,COMPARABLE RENTAL – 2 – Net Operating Income,COMPARABLE RENTAL – 2 – Full Market Value,COMPARABLE RENTAL – 2 – Market Value per SqFt,COMPARABLE RENTAL – 2 – Distance from Coop in miles,COMPARABLE RENTAL – 3 – Boro-Block-Lot,COMPARABLE RENTAL – 3 – Address,COMPARABLE RENTAL – 3 – Neighborhood,COMPARABLE RENTAL – 3 – Building Classification,COMPARABLE RENTAL – 3 – Total Units,COMPARABLE RENTAL – 3 – Year Built,COMPARABLE RENTAL – 3 – Gross SqFt,COMPARABLE RENTAL – 3 – Estimated Gross Income,COMPARABLE RENTAL – 3 – Gross Income per SqFt,COMPARABLE RENTAL – 3 – Estimated Expense,COMPARABLE RENTAL – 3 – Expense per SqFt,COMPARABLE RENTAL – 3 – Net Operating Income,COMPARABLE RENTAL – 3 – Full Market Value,COMPARABLE RENTAL – 3 – Market Value per SqFt,COMPARABLE RENTAL – 3 – Distance from Coop in miles
4-06789-0015,"161 JEWEL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,383,1954,363265,6171872,16.99,2666365,7.34,3505507,25345000,69.77,4-06853-0006,"80 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",HILLCREST,D1-ELEVATOR,112,1962,58089,1030499,17.74,515249,8.87,515250,3487000,60.03,0.83,4-06636-0001,"135 GRAND CENTRAL PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,181,1952,125164,1891424,15.11,984785,7.87,906639,6235000,49.81,1.32,4-09666-0040,135 82 DRIVE,BRIARWOOD,D1-ELEVATOR,84,1952,"69,384","1,138,591",16.41,"580,744",8.37,"557,847","4,039,000",58.21,1.42
4-06790-0001,"158 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,793,1954,749142,12727923,16.99,5506194,7.35,7221729,47659000,63.62,4-06636-0001,"135 GRAND CENTRAL PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,181,1952,125164,1891424,15.11,984785,7.87,906639,6235000,49.81,1.47,4-06853-0006,"80 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",HILLCREST,D1-ELEVATOR,112,1962,58089,1030499,17.74,515249,8.87,515250,3487000,60.03,1.05,4-09666-0040,135 82 DRIVE,BRIARWOOD,D1-ELEVATOR,84,1952,"69,384","1,138,591",16.41,"580,744",8.37,"557,847","4,039,000",58.21,1.59
4-06791-0001,"61 160 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,362,1954,394644,6708948,17,2900633,7.35,3808315,25132000,63.68,4-06636-0001,"135 GRAND CENTRAL PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,181,1952,125164,1891424,15.11,984785,7.87,906639,6235000,49.81,1.57,4-06853-0006,"80 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",HILLCREST,D1-ELEVATOR,112,1962,58089,1030499,17.74,515249,8.87,515250,3487000,60.03,1.11,4-09666-0040,135 82 DRIVE,BRIARWOOD,D1-ELEVATOR,84,1952,"69,384","1,138,591",16.41,"580,744",8.37,"557,847","4,039,000",58.21,1.68
4-06791-0025,"61 160 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,184,1966,236984,4028728,17,1741832,7.35,2286896,14080000,59.41,4-06636-0001,"135 GRAND CENTRAL PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,181,1952,125164,1891424,15.11,984785,7.87,906639,6235000,49.81,1.57,4-06853-0006,"80 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",HILLCREST,D1-ELEVATOR,112,1962,58089,1030499,17.74,515249,8.87,515250,3487000,60.03,1.11,4-09666-0040,135 82 DRIVE,BRIARWOOD,D1-ELEVATOR,84,1952,"69,384","1,138,591",16.41,"580,744",8.37,"557,847","4,039,000",58.21,1.68
4-06792-0600,"161 JEWEL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,684,1952,789880,11484855,14.54,6082076,7.7,5402779,37340000,47.27,4-09719-0002,"84 141 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,291,1958,357885,4439301,12.4,2168419,6.06,2270882,13640000,38.11,1.6,4-05137-0012,"42 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D3-ELEVATOR,284,1962,270499,4181556,15.46,1915291,7.08,2266265,15533000,57.42,1.63,4-05137-0084,43 KISSENA BOULEVARD,FLUSHING-NORTH,D3-ELEVATOR,287,1962,"267,554","4,130,856",15.44,"1,880,813",7.03,"2,250,043","15,433,000",57.68,1.63
4-06793-0225,"71 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,257,1960,299456,2494958,8.33,1674655,5.59,820303,4825000,16.11,4-06712-0032,"150 79 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D1-ELEVATOR,60,1961,52662,894727,16.99,456580,8.67,438147,2299000,43.66,0.65,4-06853-0006,"80 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",HILLCREST,D1-ELEVATOR,112,1962,58089,1030499,17.74,515249,8.87,515250,3487000,60.03,0.72,, , , , , , , , , , , , , , 
4-06852-0011,"78 164 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,119,1963,98516,1673787,16.99,723107,7.34,950680,6874000,69.78,4-06636-0001,"135 GRAND CENTRAL PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,181,1952,125164,1891424,15.11,984785,7.87,906639,6235000,49.81,0.99,4-06853-0006,"80 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",HILLCREST,D1-ELEVATOR,112,1962,58089,1030499,17.74,515249,8.87,515250,3487000,60.03,0.23,4-09666-0040,135 82 DRIVE,BRIARWOOD,D1-ELEVATOR,84,1952,"69,384","1,138,591",16.41,"580,744",8.37,"557,847","4,039,000",58.21,0.99
4-07071-0003,"182 HOR
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,C6-WALK-UP,38,1950,28257,423855,15,189322,6.7,234533,1243000,43.99,4-06595-0032,"139 JEWEL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,24,1949,20920,334391,15.98,152629,7.3,181762,1010000,48.28,1.98,4-06680-0001,"147 72 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,96,1950,77856,1136573,14.6,504385,6.48,632188,3531000,45.35,1.65,4-06683-0017,147 75 AVENUE,FLUSHING-SOUTH,C9-WALK-UP,48,1950,"38,908","561,591",14.43,"252,193",6.48,"309,398","1,727,000",44.39,1.67
4-07117-0051,"196 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,C6-WALK-UP,140,1952,110000,1980000,18,851400,7.74,1128600,8132000,73.93,4-07117-0300,"188 PECK AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,C9-WALK-UP,250,1950,240012,4356117,18.15,1864973,7.77,2491144,17931000,74.71,0.32,4-07117-0008,"67 192 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,C9-WALK-UP,215,1950,205744,3807831,18.51,1597486,7.76,2210345,15895000,77.26,0.13,4-07115-0002,64 186 LANE,FRESH MEADOWS,C9-WALK-UP,684,1950,"614,916","12,123,669",19.72,"5,082,238",8.26,"7,041,431","43,230,000",70.30,0.46
4-07341-0012,"46 215 PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C6-WALK-UP,66,1950,48871,804417,16.46,410516,8.4,393901,2852000,58.36,4-06281-0001,"210 43 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,63,1951,46476,764995,16.46,390398,8.4,374597,2712000,58.35,0.37,4-06277-0050,"42 212 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,84,1951,61968,1004657,16.21,396184,6.39,608473,3553000,57.34,0.44,, , , , , , , , , , , , , , 
4-07342-0028,"46 215 PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C6-WALK-UP,69,1950,51264,843805,16.46,430618,8.4,413187,2992000,58.36,4-06281-0001,"210 43 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,63,1951,46476,764995,16.46,390398,8.4,374597,2712000,58.35,0.41,4-06277-0050,"42 212 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,84,1951,61968,1004657,16.21,396184,6.39,608473,3553000,57.34,0.47,, , , , , , , , , , , , , , 
4-07347-0007,"47 215 PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C6-WALK-UP,39,1950,29450,589000,20,235600,8,353400,2257000,76.64,4-07660-0002,"224 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,177,1949,138500,2812551,20.31,1090484,7.87,1722067,10736000,77.52,1,4-07672-0002,"224 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,224,1949,174200,3579610,20.55,1387893,7.97,2191717,13640000,78.3,1.13,4-07943-0050,87 WINCHESTER BOULEVARD,QUEENS VILLAGE,C9-WALK-UP,48,1965,"24,480","508,544",20.77,"222,104",9.07,"286,440","1,892,000",77.29,2.23
4-07347-0020,"47 215 PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C6-WALK-UP,39,1950,29450,589000,20,235600,8,353400,2257000,76.64,4-07660-0002,"224 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,177,1949,138500,2812551,20.31,1090484,7.87,1722067,10736000,77.52,1,4-07672-0002,"224 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,224,1949,174200,3579610,20.55,1387893,7.97,2191717,13640000,78.3,1.13,4-07943-0050,87 WINCHESTER BOULEVARD,QUEENS VILLAGE,C9-WALK-UP,48,1965,"24,480","508,544",20.77,"222,104",9.07,"286,440","1,892,000",77.29,2.23
4-07348-0001,"215 47 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C6-WALK-UP,156,1950,118000,1695660,14.37,678500,5.75,1017160,5401000,45.77,4-06277-0002,"42 CORPORAL
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,219,1951,208345,2608686,12.52,897160,4.31,1711526,7953000,38.17,0.54,4-06277-0050,"42 212 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,84,1951,61968,1004657,16.21,396184,6.39,608473,3553000,57.34,0.54,, , , , , , , , , , , , , , 
4-07349-0001,"47 216 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C6-WALK-UP,144,1950,105000,1508850,14.37,603750,5.75,905100,4796000,45.68,4-06277-0002,"42 CORPORAL
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,219,1951,208345,2608686,12.52,897160,4.31,1711526,7953000,38.17,0.58,4-06277-0050,"42 212 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,84,1951,61968,1004657,16.21,396184,6.39,608473,3553000,57.34,0.58,, , , , , , , , , , , , , , 
4-07474-0050,"220 46 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,D4-ELEVATOR,314,1961,336200,5194290,15.45,2598826,7.73,2595464,14630000,43.52,4-08092-0005,"43 DOUGLASTON PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",DOUGLASTON,D1-ELEVATOR,148,1963,114402,1961788,17.15,703879,6.15,1257909,6952000,60.77,0.77,4-05865-0118,"16 BELL BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,D3-ELEVATOR,152,1973,147700,2856450,19.34,979445,6.63,1877005,11660000,78.94,1.86,4-05865-0112,16 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,"147,700","2,655,707",17.98,"938,256",6.35,"1,717,451","11,550,000",78.20,1.86
4-07628-0002,"67 BELL BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,134,1949,132300,2646000,20,1058400,8,1587600,6050000,45.73,4-07660-0002,"224 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,177,1949,138500,2812551,20.31,1090484,7.87,1722067,10736000,77.52,0.46,4-07672-0002,"224 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,224,1949,174200,3579610,20.55,1387893,7.97,2191717,13640000,78.3,0.45,4-07943-0050,87 WINCHESTER BOULEVARD,QUEENS VILLAGE,C9-WALK-UP,48,1965,"24,480","508,544",20.77,"222,104",9.07,"286,440","1,892,000",77.29,1.33
4-07629-0002,"68 BELL BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,197,1949,208800,3010896,14.42,1636992,7.84,1373904,9502000,45.51,4-06277-0002,"42 CORPORAL
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,219,1951,208345,2608686,12.52,897160,4.31,1711526,7953000,38.17,1.56,4-10590-0100,"86 FRANCIS
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,C9-WALK-UP,288,1952,217584,3548058,16.31,1502539,6.91,2045519,12760000,58.64,1.33,, , , , , , , , , , , , , , 
4-07632-0002,"67 SPRINGFIELD BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,467,1949,554300,8502962,15.34,3353515,6.05,5149447,32010000,57.75,4-07115-0002,"64 186 LANE
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,C9-WALK-UP,684,1950,614916,12123669,19.72,5082238,8.26,7041431,43230000,70.3,1.67,4-07117-0002,"189 73 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,C9-WALK-UP,506,1949,483292,9339632,19.33,3833968,7.93,5505664,39481000,81.69,1.37,, , , , , , , , , , , , , , 
4-07633-0001,"213 73 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,200,1950,145200,2904000,20,1161600,8,1742400,6644000,45.76,4-07660-0002,"224 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,177,1949,138500,2812551,20.31,1090484,7.87,1722067,10736000,77.52,0.79,4-07672-0002,"224 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,224,1949,174200,3579610,20.55,1387893,7.97,2191717,13640000,78.3,0.75,4-07943-0050,87 WINCHESTER BOULEVARD,QUEENS VILLAGE,C9-WALK-UP,48,1965,"24,480","508,544",20.77,"222,104",9.07,"286,440","1,892,000",77.29,1.38
4-07636-0007,"69 213 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,128,1958,93500,1870000,20,748000,8,1122000,4279000,45.76,4-07660-0002,"224 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,177,1949,138500,2812551,20.31,1090484,7.87,1722067,10736000,77.52,0.67,4-07672-0002,"224 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,224,1949,174200,3579610,20.55,1387893,7.97,2191717,13640000,78.3,0.63,4-07943-0050,87 WINCHESTER BOULEVARD,QUEENS VILLAGE,C9-WALK-UP,48,1965,"24,480","508,544",20.77,"222,104",9.07,"286,440","1,892,000",77.29,1.30
4-07638-0012,"69 215 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,48,1950,34100,553784,16.24,260524,7.64,293260,1562000,45.81,4-06280-0001,"209 43 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,42,1949,30934,495668,16.02,206572,6.68,289096,1972000,63.75,1.49,4-06281-0001,"210 43 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,63,1951,46476,764995,16.46,390398,8.4,374597,2712000,58.35,1.48,, , , , , , , , , , , , , , 
4-07648-0002,"224 HOR
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,168,1948,132300,2646000,20,1058400,8,1587600,6050000,45.73,4-07660-0002,"224 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,177,1949,138500,2812551,20.31,1090484,7.87,1722067,10736000,77.52,0.14,4-07672-0002,"224 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,224,1949,174200,3579610,20.55,1387893,7.97,2191717,13640000,78.3,0.29,4-07943-0050,87 WINCHESTER BOULEVARD,QUEENS VILLAGE,C9-WALK-UP,48,1965,"24,480","508,544",20.77,"222,104",9.07,"286,440","1,892,000",77.29,1.41
4-07656-0002,"221 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,136,1949,107988,2159760,20,863904,8,1295856,4939000,45.74,4-07660-0002,"224 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,177,1949,138500,2812551,20.31,1090484,7.87,1722067,10736000,77.52,0.2,4-07672-0002,"224 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,224,1949,174200,3579610,20.55,1387893,7.97,2191717,13640000,78.3,0.25,4-07943-0050,87 WINCHESTER BOULEVARD,QUEENS VILLAGE,C9-WALK-UP,48,1965,"24,480","508,544",20.77,"222,104",9.07,"286,440","1,892,000",77.29,1.32
4-07668-0010,"222 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,156,1949,120600,2412000,20,964800,8,1447200,5511000,45.7,4-07660-0002,"224 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,177,1949,138500,2812551,20.31,1090484,7.87,1722067,10736000,77.52,0.23,4-07672-0002,"224 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,224,1949,174200,3579610,20.55,1387893,7.97,2191717,13640000,78.3,0.17,4-07943-0050,87 WINCHESTER BOULEVARD,QUEENS VILLAGE,C9-WALK-UP,48,1965,"24,480","508,544",20.77,"222,104",9.07,"286,440","1,892,000",77.29,1.16
4-07670-0002,"223 65 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,188,1949,147700,2954000,20,1181600,8,1772400,6754000,45.73,4-07660-0002,"224 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,177,1949,138500,2812551,20.31,1090484,7.87,1722067,10736000,77.52,0.13,4-07672-0002,"224 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,224,1949,174200,3579610,20.55,1387893,7.97,2191717,13640000,78.3,0.14,4-07943-0050,87 WINCHESTER BOULEVARD,QUEENS VILLAGE,C9-WALK-UP,48,1965,"24,480","508,544",20.77,"222,104",9.07,"286,440","1,892,000",77.29,1.23
4-07732-0002,"73 BELL BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,D4-ELEVATOR,583,1952,486792,7272672,14.94,3865128,7.94,3407544,21230000,43.61,4-08092-0005,"43 DOUGLASTON PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",DOUGLASTON,D1-ELEVATOR,148,1963,114402,1961788,17.15,703879,6.15,1257909,6952000,60.77,2,4-07117-0003,"188 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,D9-ELEVATOR,1201,1947,1228778,21316772,17.35,8908776,7.25,12407996,87230000,70.99,1.2,4-05865-0118,16 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,"147,700","2,856,450",19.34,"979,445",6.63,"1,877,005","11,660,000",78.94,3.22
4-07732-0150,"210 75 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,D4-ELEVATOR,270,1952,243396,3641204,14.96,1893621,7.78,1747583,10615000,43.61,4-08401-0600,"245 GRND CNTRL PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",GLEN OAKS,D3-ELEVATOR,240,1966,263883,3947690,14.96,2092592,7.93,1855098,12779000,48.43,2.04,4-12051-0020,"125 SUTPHIN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,D1-ELEVATOR,148,1981,195000,2870589,14.72,1501311,7.7,1369278,6615000,33.92,4.7,4-09950-0009,182 WEXFORD TERRACE,JAMAICA ESTATES,D1-ELEVATOR,218,1964,"184,896","3,208,751",17.35,"1,426,282",7.71,"1,782,469","12,866,000",69.59,1.98
4-07738-0001,"73 BELL BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,D4-ELEVATOR,180,1952,162264,2758488,17,1298112,8,1460376,7051000,43.45,4-08092-0005,"43 DOUGLASTON PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",DOUGLASTON,D1-ELEVATOR,148,1963,114402,1961788,17.15,703879,6.15,1257909,6952000,60.77,1.88,4-07117-0003,"188 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,D9-ELEVATOR,1201,1947,1228778,21316772,17.35,8908776,7.25,12407996,87230000,70.99,1.37,4-05865-0118,16 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,"147,700","2,856,450",19.34,"979,445",6.63,"1,877,005","11,660,000",78.94,3.21
4-07739-0003,"73 217 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,194,1952,152364,3047280,20,1218912,8,1828368,6732000,44.18,4-07660-0002,"224 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,177,1949,138500,2812551,20.31,1090484,7.87,1722067,10736000,77.52,0.56,4-07672-0002,"224 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C9-WALK-UP,224,1949,174200,3579610,20.55,1387893,7.97,2191717,13640000,78.3,0.47,4-07943-0050,87 WINCHESTER BOULEVARD,QUEENS VILLAGE,C9-WALK-UP,48,1965,"24,480","508,544",20.77,"222,104",9.07,"286,440","1,892,000",77.29,1.08
4-07742-0003,"73 SPRINGFIELD BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,276,1952,221621,3195775,14.42,1737509,7.84,1458266,9801000,44.22,4-10590-0100,"86 FRANCIS
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,C9-WALK-UP,288,1952,217584,3548058,16.31,1502539,6.91,2045519,12760000,58.64,1.27,4-06277-0002,"42 CORPORAL
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,219,1951,208345,2608686,12.52,897160,4.31,1711526,7953000,38.17,1.77,, , , , , , , , , , , , , , 
4-07748-0400,"75 210 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,D4-ELEVATOR,270,1965,243396,3641204,14.96,1893621,7.78,1747583,12037000,49.45,4-08401-0600,"245 GRND CNTRL PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",GLEN OAKS,D3-ELEVATOR,240,1966,263883,3947690,14.96,2092592,7.93,1855098,12779000,48.43,2.04,4-12051-0020,"125 SUTPHIN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,D1-ELEVATOR,148,1981,195000,2870589,14.72,1501311,7.7,1369278,6615000,33.92,4.58,4-09950-0009,182 WEXFORD TERRACE,JAMAICA ESTATES,D1-ELEVATOR,218,1964,"184,896","3,208,751",17.35,"1,426,282",7.71,"1,782,469","12,866,000",69.59,1.88
